,Total_B_1,Total_B_2,Total_B_3,Total_B_4,Total_B_5,Total_B_6,Total_B_7,Total_B_8,Total_B_9,Total_B_10,Total_M_1,Total_M_2,Total_M_3,Total_M_4,Total_M_5,Total_M_6,Total_M_7,Total_M_8,Total_M_9,Total_M_10
AK1,27.8884383676405,28.8234433872467,29.0577567798463,28.4766102527916,28.3318930161627,28.7172825788809,28.5408581376551,28.9407253584955,28.1847542242137,28.2958783511886,27.6486965955234,27.7549995031097,28.1616851014157,27.6391347719565,27.6978987002745,27.3284301872941,27.5728978310699,28.2415450616947,27.4018613855215,26.6593529141613
AK2,27.6465009211099,27.2291268504924,27.1867860230187,27.3235424523845,27.5001327674278,27.4700291332422,27.9351708060044,27.2258217057687,27.9130216868653,27.9454215991637,28.1460819794042,28.3835214478824,28.3012095338412,28.2645449696171,28.7119114803816,28.5661981370073,28.2589864807292,28.5585186916967,29.0745690548223,29.0461698466084
AK3,26.6769403745901,26.3125403857478,25.7592859921216,26.0297480734427,26.4701688097183,26.8777145609922,26.4754201334509,26.4990379619605,26.8905272121766,26.680834653139,25.8521238940457,26.4507802063778,25.909901504817,26.0134620553442,26.8215287689828,26.6548540741018,26.8079627281074,26.6603054126902,26.9251297208074,26.6467755632277
AK4,26.616527530918,23.8948245139231,25.8550505678739,26.6831126284133,25.8661086595834,20.8273841244079,26.2315641300116,18.7391543305688,25.8974913460627,26.4302981279057,26.327025587623,26.2729673019726,26.3282247215217,26.846372246576,26.9676322580679,27.2980656450987,27.1163447545266,26.4589673784122,26.8189719856765,27.7417545770195
AKAP12,27.9594745658941,30.0302586659978,30.2027981325398,28.7146322793702,28.4198104121015,29.1114776593391,29.2279800887188,29.3593632790335,28.9917510912091,28.7388590839155,28.4106212406468,28.7449649905587,28.9168412835776,28.4856201472858,27.384427534038,28.17216911928,28.3310814935071,27.8147005849815,27.3159638077122,29.1062446290124
AKR1A1,30.0573694618322,29.6884417496025,29.1911000025316,29.6634136637937,29.175956191471,29.6598122330313,29.9286068794568,29.4213763986061,30.1421181615556,29.8555050970934,29.8484482283072,29.9314276742568,30.1376061155708,30.3903852721146,30.1783091678173,30.0564653152171,30.2445649395719,31.0978572074328,30.5229974135104,31.239110939065
AKR1C3,24.7147632727003,26.4132872885201,21.8482659622136,23.3281454373819,24.5126787445497,24.0605217897102,25.3426897016008,24.4563218249459,21.8620094596168,24.7420116731693,22.029593792553,22.055059322544,24.6324521253524,24.8993827398993,23.0465476862892,25.5798326652618,23.1942641798594,25.1411778935545,22.8555222924273,25.2437617696659
AKR7A2,27.9570403839454,27.8011932555285,27.3639434331207,27.3879640570162,27.8297769218329,27.5590294964508,27.6953784766045,27.5410428357185,27.870207227797,27.7099742935634,27.2175255642136,27.286919665749,27.6254736387061,27.1307501180881,27.6483537415945,27.2747098592985,27.5802497101976,27.9727348756749,27.606961112367,28.1668648238913
ALAD,26.8732617949855,27.9319630023255,28.3446463924408,27.5513483699073,26.6194690918049,27.4089220959587,27.8715590840789,27.8963714876561,26.7231222027128,27.14180155942,24.3221674748766,26.7431680392078,26.5677726445976,26.3266485110289,25.1456545084466,25.4643842134323,26.3710254882002,26.0523974028295,25.3733176163334,24.8496208079267
ALCAM,26.894811473643,26.7362158990183,24.9544689714343,23.5500421724067,25.7327789710839,26.1883150716902,26.5400082218758,25.8699484674045,26.7000175845047,25.8082819546056,26.8526954187545,28.3073465409915,25.9778850008137,27.7893008024818,27.4472684076082,29.6820410880867,27.8089447378728,29.2507213168894,29.5373258581484,30.1826958841455
ALDH16A1,24.410669758245,24.8923582642941,23.8514806580015,24.0930532079658,21.0168894254285,23.971408833856,24.6222650133019,24.494726699727,24.1891826993737,24.3786187247814,24.5633713242483,24.4565724995551,24.8550505678739,24.2593996210698,22.9110378415592,24.715810791382,21.9174099114138,24.3602469792724,24.7099874357949,24.4050957464809
ALDH18A1,24.821090784956,24.0442022165711,22.0995945335465,23.6294535663958,20.7749337420151,25.4680566998255,25.0844009740136,18.4244476569367,24.1651499015201,25.4960686849787,26.3375098893575,26.55549394293,27.1541219967476,27.6470501530727,27.4487655106551,27.5445844608778,27.668849718518,28.6457453855907,26.281358439566,26.4309839748837
ALDH1A1,29.5667062304562,30.7393259729134,30.3397921476101,29.7476242188934,30.2558616462687,30.2502243499397,29.8365944793027,30.2334076779971,30.3121378595391,30.1835243050933,29.9594745658941,30.3459366944496,29.4035688614645,29.8281734397463,30.3883336576607,29.9890188415081,29.6774613396358,28.3859912528241,29.2659759486355,29.1297189025416
ALDH1A2,26.2646523422913,27.2411813417783,26.9995944079015,26.3610004191628,26.7403397286513,26.5412792147412,26.0068230741064,27.0228452636894,26.2469174226244,25.4609210323154,26.6893919055319,26.7261144023462,26.2920030824754,25.9722856922315,25.8033629446205,23.4771663355998,26.7054330632075,24.3225113421267,25.267030387018,23.1382972118909
ALDH1A3,29.5322248771505,28.6865562551647,29.3774318098309,28.9606348882736,28.8799942084326,29.3661967969609,28.8633697977434,29.30290961733,29.6885918158316,29.2307536876084,29.8365192397922,29.1069185115076,29.3538646528911,29.3275096437625,30.070352326578,30.2539474359824,29.3064341715196,29.8505510326673,30.4388676934469,31.3124083868404
ALDH1B1,29.2807392001853,28.3223394187468,28.2952653141632,29.2657301001063,28.7329859351901,29.1139629227287,28.927335720202,28.6129826945229,25.5853738245806,29.1419476921161,29.6087948975595,28.8623945944299,29.3360076648152,28.4932383818922,28.1607719272109,28.1779291487072,29.0211249810193,25.8205796354798,23.2300412093358,28.6963738277289
ALDH2,30.0348563777362,29.7000506673909,29.3314232428966,29.7805513562598,29.1594732634981,29.7898759994563,29.707771278589,29.4683791518527,29.5065972046283,30.0550433675683,29.1755517586746,28.6219507424975,29.0594081693995,29.0634512461929,28.6214617406873,29.5226981651505,29.0916416675239,27.6198888256121,30.0572403327168,29.4820075469314
ALDH3A2,26.5507174333789,25.7080147619829,26.1799136445828,25.5571020868953,26.2822779618452,26.7426542131706,26.0571370211022,26.3406709375959,26.3046947270831,26.4641348925917,25.8865325614969,23.1272069151216,20.7075167656697,25.9822008608938,26.1003710380265,26.181563728816,25.5066993413931,25.9172283794818,26.1827385002564,22.7339612860132
ALDH4A1,28.5821536418783,26.4594364966824,26.8742003621754,26.9086194754348,27.298502706219,27.6447832223227,28.2735987776231,27.0808076081612,28.3632333117689,28.2922839947171,28.0010988944865,27.5198334636317,27.0959727272055,27.2655289201435,27.6125960967435,27.3817900652214,29.128023160903,27.3410443673801,28.4541893303663,29.5639276775653
ALDH5A1,20.775214886792,24.7294116363897,22.2867359459972,22.0479384424008,22.7206300952187,21.7874165181943,25.5324329788908,21.2264114071451,24.9289964773325,24.5884081254736,22.5145984949439,25.5150876531757,24.7065137238289,25.299813095701,25.9098328535449,25.0542412881483,24.8729096748095,25.4360618464326,26.7512367528206,26.8703248308165
ALDH6A1,29.464060867172,28.3364972298875,27.835390176014,28.3678220403222,28.5372703082742,29.0321783501756,29.0809854567492,28.1431162211186,29.0095592170082,28.8604718093131,29.7459106995483,29.4553853267313,29.3048252581884,29.7461029712969,30.1902523694311,30.0896732890208,29.8820661450295,29.9808726028064,30.4346986254764,30.6326150628091
ALDH7A1,29.5045718909655,28.7913518070857,29.0144627219416,28.9143055153578,28.4382530170549,29.4427084416525,29.2842741362041,28.6631252011423,29.479504171254,29.3911846116188,29.1933814271948,29.2360339786108,29.1627177335104,29.1645410450212,29.2217487309644,29.7828178895572,29.5262290786527,29.5011583935615,30.1418746276183,29.8809138151595
ALDH9A1,29.2352580047989,29.3166759992695,29.2159531443948,28.743232254597,29.508714117906,29.7947791719118,29.612016005762,28.8726161756648,29.8110905567003,29.6164749484999,29.3959509479125,29.0083307322358,28.1308973744421,28.9443886199223,29.706553244848,29.7564477765116,29.3919425501761,29.3659048927128,29.6176138053647,28.7339233694034
ALDOA,31.913777857486,31.6719818013575,31.3432384357066,31.5621542353741,31.7621233884711,31.7658025743632,31.439957604247,31.2852116494992,31.7046253339717,31.5924112838108,31.4370328027157,31.3882310003126,31.8772318659425,31.4596807687138,31.1993501327047,31.4358413542814,31.6119280928379,31.2662887861842,31.7579978863541,32.0102197626494
ALDOC,26.4581695271014,26.9608005724588,25.9212298685681,26.9600272167497,26.3350919451166,26.4246554437034,26.5416927848607,26.4764711985924,26.3317478298497,26.1237824649847,25.6606862360906,25.9459461810494,25.9705753244664,26.0364922530251,25.3637262566347,25.7411630819456,26.3685465586665,25.8200926580264,25.9720884455582,25.290035163763
ALYREF,27.2410903974696,26.9284092171195,27.3284301872941,26.9393247107855,26.7927795727813,26.9846799057837,27.2931614930964,26.180084430498,27.0555864584471,27.3688629008213,27.8990254103384,27.4770736700152,27.0950673016071,27.985765863713,28.5088085505711,27.8774220378174,27.050302045092,28.4118740888597,27.6162470692062,28.3144087137994
AMACR,22.2100479508053,22.4646195418845,23.2172898329473,22.6270591766658,23.3970724112571,22.3139155083259,23.2943909308328,22.0405386750158,23.3474897792295,20.9568484336726,28.8620693801153,26.0584588513873,27.4068966919466,22.7955210316558,27.8874509165422,27.743039599854,25.2191886134362,25.3396350127994,26.9614631189875,22.5435370343975
AMBP,27.3924749175314,29.7570839205073,28.8884383676405,28.4694470023216,28.6191892014091,28.2976721768507,28.9023934706868,28.75738599067,28.2363077521028,28.6501356929404,27.9999169299881,27.7067508337055,28.1135655681739,26.9688409595704,27.7873091610392,27.4523050962618,27.6204482807974,25.3660300017655,27.6372009566856,26.9617942781858
AMPD2,18.6140548755084,24.2199271315178,24.894348923129,23.4611444085232,24.1861626123573,24.1860870291201,23.5353435912166,23.7683006497833,23.3492185864849,23.9035259047392,22.2595056333909,24.1319473673082,23.1569626960631,23.5153283229637,24.0048746866607,23.6371041978454,22.5304603217981,23.6503137670806,22.2737209328243,23.2052783967198
ANG,26.2612303842532,25.1660315687484,25.8805197697656,26.1224006865239,25.880706589888,26.1286672859548,26.6423750030235,25.6043333290224,25.5501009033005,26.1302591549931,25.2521615537149,22.1036079671,25.9107250653726,25.651381750589,25.0403020971904,26.427791216804,26.0968373810717,21.4835344136763,25.0838331275509,24.5351059021018
ANK3,24.5658714109867,25.2090326626196,21.7193809724129,25.353296807611,24.3376970258862,25.2102967822631,22.0936650253513,23.9056389363482,25.3546424484135,25.1057352645089,24.8901328842667,25.1229732981769,23.9115024411247,25.9311176566651,27.1528656724875,26.7270238413683,24.294529325714,28.1154024162571,25.5697582809711,27.5259678256534
ANP32A,28.3788584705633,28.7401466872326,29.0417908523547,28.5335621505732,28.6558095465135,28.9777376414009,28.8470894700761,28.0934562517011,28.9322165094645,29.1403637989461,29.6460029989719,29.996715393744,29.0075022499036,30.0195617156865,30.2707505031805,29.7194221676459,29.4257441372862,30.5083363254218,29.2800311724226,29.8540191764947
ANP32B,26.4039263624057,26.5920637012127,26.5770108514529,26.3058256044983,26.2779936549098,27.2166008189471,26.5912077563398,26.2504457472708,26.2893140932242,27.0581698044815,26.9814171187747,27.5779472688676,26.7197322263619,27.5299188854627,27.8024880649348,28.0495232903504,27.5086952306312,28.0694818914126,26.9886938735957,27.4161095416869
ANP32E,24.6405834342274,25.6772899460956,26.5240106563071,25.5482203278047,25.0451023889161,25.3988154387682,25.4675281888522,25.6121742355268,24.6677945927507,25.3614857609016,21.0040685005202,25.0845631748166,24.6848521857851,25.8042742267607,22.1195878956668,24.9423484080774,24.9012256155933,24.2720596275586,24.0354018756276,22.7625122638324
ANPEP,29.5730965357105,28.1343780614492,32.0264709820756,28.8083924396305,27.3282589678492,28.2701266928498,28.5024868246528,29.3149704688731,32.2134696262088,29.6251252205527,28.4611943328666,24.3925076721838,29.8405915746412,29.2544881762589,25.1203650888299,29.3455137717523,28.9267421290366,27.2099250973349,29.8298827494538,29.7824898534368
ANXA1,31.5591936452916,31.0062452556187,30.3392612179899,30.7758820305275,30.6698297529002,31.05575451658,31.1997011533977,30.5207515363635,31.3464123343377,31.1703315493598,30.4243230683954,31.2768074695913,30.5835171800476,31.0608515862691,30.6273188514332,30.8315296359081,31.038196936632,30.1200337854808,31.1600866670404,29.8890334161294
ANXA11,28.7362158990183,28.6233120884954,28.3206620912286,28.6115763875605,28.7648381901326,28.6911239125305,28.381625063215,28.3738486045768,28.6729007181122,28.3238001148422,28.7872157353514,28.5129574803455,27.9159300597729,28.6870570692222,28.4397991229307,28.5784872333331,28.5568755932606,28.4135697624113,28.5822972329149,27.0149947087616
ANXA2,32.3477855249182,32.6763393505925,31.8680960937669,32.2253563119272,32.3652322456115,32.3434237716943,32.2514946635208,32.1868037296142,31.8956927999751,32.3291095141807,32.0692962159629,31.3594575382585,31.420111695394,31.5398696011655,30.5985913820384,31.5801508526879,31.6714757257438,30.3028006976938,31.8558614904231,30.6356451174158
ANXA3,29.7850808676223,26.6401696791343,28.1378992171952,27.9083331525647,28.476146686663,28.5754968920476,29.1897105652179,27.7734788079131,29.2793892219846,28.9034569494028,29.2744210603703,29.0803755988629,28.7566863633825,29.5505229612654,29.8135237293261,29.7195037685057,29.4500446963403,29.776901797067,30.6075256022659,30.2534966642115
ANXA4,29.0107599842225,29.2605351473499,29.6028265534439,29.2463104050428,29.3756102510771,29.5322806216315,29.2208036310021,29.1643732047484,29.4659687307,29.4978319543827,29.233864769499,28.7046418227631,28.9007248167224,28.8519512014194,28.8530822601023,28.9918862167668,29.0841322888131,28.8924972366359,29.2619252862821,29.0440862688399
ANXA5,31.8525168416032,32.3008660045103,32.0688159099888,32.0819822732756,32.2074020793376,32.022111086237,32.2362621267952,32.5372332738364,32.2171441786128,32.1740877158613,31.9157377749738,32.4295451151867,32.7264717503355,32.3647888570626,32.5466004076469,31.5267327901609,31.9690812056793,33.0381805801944,32.4100601373847,32.5814983263608
ANXA6,31.859420589826,31.8119939109961,32.0774370467036,32.5596039357015,32.5305515403603,32.2521152988628,31.9044765777323,31.9913186043557,32.0070477188122,32.0445292809672,31.8971364334982,31.433803684181,31.8460284505815,31.2378011840582,31.1376061155708,30.9588525805251,31.3857136107522,30.2033817234385,30.8270681176939,29.8826638270484
ANXA7,28.5598318244095,28.9074451903739,28.1361397135734,28.3359012156388,28.6490050944107,28.7144030124188,28.3186381019135,28.0392564386385,28.5128068190352,28.7229268435248,28.4775369384295,28.8449965707627,28.0715802828525,28.5333393577319,28.6365096797002,28.642994643462,28.5850944053842,28.4733234456375,28.5694613340176,27.877656061102
AOC3,31.0298638937855,31.0104532165442,31.0044380797994,31.4339528796213,31.1890742744442,31.2496029004186,30.1002406874564,30.9144908628583,30.8326617238327,31.0512878646904,31.1554496118034,30.6841164751713,29.9346647846282,30.3143006588961,29.5311095349682,29.9075597968555,30.733034438108,28.8775390542049,30.0882837135489,28.9770825285108
AOX1,24.8208960826997,26.3268199216986,24.9353506819526,25.8170941272191,25.3261513048872,25.5788542937669,24.4032762947874,25.1727223181865,22.4677575378854,24.746118992786,24.5585332886284,20.6185582872791,23.5154727165508,22.8272377255324,22.7528976300203,20.8268655897662,22.9476998846666,22.3022578442968,22.7589806721237,22.8440482186401
AP1B1,27.8428407021338,27.3974614311222,26.9324699720657,27.2479858777437,27.5531076649264,27.0854752147,27.5051400228066,27.0415558878611,27.7618619280468,27.5338591541853,27.5375665495567,27.9689507913273,27.9045483553905,28.0652759299826,27.9974962550288,27.8566778932254,27.5712348651935,28.2699929841077,28.4695246333505,28.4848138613642
AP1G1,25.3248474683404,22.3670601662885,24.4159000783213,21.4420026056536,24.7310703833858,24.6024089052057,25.0011418567724,22.1426698329589,25.301174639356,24.7831677125593,22.844513992152,25.8542421621736,25.4376182375745,25.9919618815513,24.8014399755019,25.1846123639693,25.1038560522451,26.2935123430594,26.400591665344,25.8565947896981
AP2A1,25.4324980633108,25.8081346280759,23.7524729538131,25.342520166242,25.8365824412447,26.0678214887213,25.3477327340573,25.6301204516345,25.7128233557576,26.1788505221528,25.855953544392,25.6273953941775,25.6285360955585,26.0357164921519,25.8021552249192,26.1007319473822,25.6043333290224,25.5823331284411,25.369661772167,25.8275981723009
